index,Length,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,clust1,clust2,clust3
199,143746,0.0311,0.672,0.526,1.37E-06,0.28,-6.446,0.0599,123.999,0.28,0,0,0
200,171880,0.013,0.612,0.824,0,0.288,-4.758,0.0478,82.017,0.586,0,0,0
201,168398,0.00213,0.374,0.83,0,0.15,-5.203,0.0584,90.19,0.204,0,0,0
202,168020,0.835,0.594,0.612,0,0.461,-6.627,0.363,179.629,0.687,1,1,1
203,195717,0.00139,0.516,0.85,0,0.296,-3.909,0.0706,120.324,0.583,0,0,0
204,244004,0.148,0.626,0.56,1.51E-05,0.109,-5.82,0.0288,93.989,0.229,0,0,0
205,271176,0.877,0.334,0.276,0.000249,0.113,-13.125,0.0643,201.025,0.429,1,0,1
206,266933,0.0125,0.553,0.807,0.00222,0.302,-5.805,0.0428,151.916,0.575,0,0,0
207,216864,0.664,0.508,0.404,0,0.104,-11.092,0.0788,81.713,0.129,1,0,1
208,158536,0.385,0.53,0.593,0,0.314,-7.286,0.0545,125.723,0.538,1,0,1
209,213842,0.057,0.695,0.656,0,0.267,-6.038,0.0489,90.986,0.346,0,0,0
210,188779,0.00581,0.517,0.848,0,0.214,-4.054,0.0521,95.906,0.429,0,0,0
211,188504,0.226,0.761,0.554,0.00023,0.181,-4.583,0.0432,145.013,0.381,0,0,0
212,341255,0.00875,0.337,0.847,0.00114,0.147,-3.689,0.0459,139.061,0.235,0,0,0
213,208599,0.0328,0.619,0.736,0,0.0864,-7.651,0.0425,93.993,0.299,0,0,0
214,181210,0.88,0.538,0.318,7.28E-05,0.116,-13.036,0.0417,144.988,0.0897,1,0,1
215,176413,0.00397,0.523,0.702,0.0325,0.063,-6.74,0.0462,179.992,0.494,0,0,0
216,266432,0.948,0.473,0.128,5.36E-05,0.101,-12.303,0.0365,93.95,0.0897,1,0,1
217,108800,0.0125,0.883,0.713,0,0.45,-4.684,0.307,89.025,0.855,3,1,0
218,162794,0.789,0.668,0.392,0.00275,0.345,-12.178,0.0585,135.936,0.323,1,0,1
219,228922,0.791,0.739,0.491,0.0366,0.1,-11.515,0.027,111.008,0.707,1,0,1
220,297933,0.00438,0.48,0.87,0.00603,0.0826,-4.792,0.0362,161.953,0.584,0,0,0
221,209970,0.21,0.75,0.829,0,0.279,-4.942,0.0915,115.894,0.87,0,0,0
222,170023,0.371,0.661,0.618,0.000222,0.114,-5.023,0.167,75.029,0.523,1,0,1
223,177221,0.191,0.562,0.82,0,0.326,-4.253,0.0911,107.953,0.266,0,0,0
224,177366,0.331,0.489,0.816,0.148,0.0876,-7.681,0.0338,74.017,0.64,1,0,1
225,175608,0.298,0.694,0.637,9.69E-06,0.123,-5.896,0.0806,83.982,0.506,0,0,0
226,183012,0.58,0.559,0.655,0.000155,0.124,-6.792,0.051,160.016,0.667,1,0,1
227,221933,0.499,0.766,0.605,1.03E-06,0.0977,-6.127,0.113,122.804,0.608,1,0,1
228,156000,0.204,0.632,0.644,0,0.0962,-2.526,0.0302,97.054,0.369,0,0,0
229,149538,0.247,0.665,0.684,0,0.0636,-7.049,0.106,73.986,0.927,0,0,0
230,116550,0.0628,0.488,0.755,0,0.108,-5.275,0.117,182.244,0.588,0,0,0
231,180667,0.012,0.813,0.774,4.53E-06,0.0616,-3.923,0.0341,105.997,0.909,0,0,0
232,200292,0.435,0.891,0.627,0,0.266,-8.458,0.0566,136.024,0.922,1,0,1
233,183880,0.395,0.677,0.826,0,0.571,-6.8,0.368,124.821,0.498,3,1,1
234,121358,0.394,0.7,0.64,0,0.352,-5.53,0.209,177.854,0.742,1,1,1
235,252355,0.115,0.491,0.564,0,0.0587,-6.336,0.0264,65,0.404,0,0,0
236,361009,0.00295,0.571,0.779,0.000208,0.183,-3.517,0.0348,75.953,0.545,0,0,0
237,240413,0.452,0.638,0.538,0.000415,0.0695,-8.445,0.0315,89.124,0.318,1,0,1
238,180800,0.807,0.669,0.552,0.000874,0.321,-7.98,0.0587,100.102,0.488,1,0,1
239,175026,0.101,0.689,0.592,0.00867,0.11,-6.758,0.0235,98.997,0.919,0,0,0
240,171333,0.000602,0.359,0.706,0,0.285,-6.151,0.0309,174.079,0.479,0,0,0
241,167480,0.639,0.586,0.559,0,0.0872,-6.725,0.05,177.945,0.437,1,0,1
242,164677,0.137,0.585,0.861,0,0.0901,-4.189,0.0649,160.076,0.963,0,0,0
243,206853,0.0361,0.55,0.683,1.75E-06,0.334,-6.914,0.0362,87.053,0.24,0,0,0
244,153253,0.178,0.611,0.846,0,0.12,-3.548,0.0374,129.961,0.544,0,0,0
245,232533,0.191,0.487,0.65,0,0.0933,-5.195,0.0253,151.964,0.456,0,0,0
246,213493,0.268,0.602,0.477,3.10E-05,0.173,-8.425,0.032,183.89,0.552,0,0,1
247,200373,0.358,0.533,0.609,0,0.105,-5.447,0.0379,94.22,0.415,1,0,1
248,174837,0.418,0.469,0.673,1.41E-05,0.119,-8.015,0.0337,175.954,0.578,1,0,1
249,197333,0.00047,0.435,0.811,0,0.163,-5.594,0.0357,152.041,0.174,0,0,0
250,221240,0.227,0.467,0.481,0.000189,0.11,-6.947,0.0255,147.886,0.248,0,0,0
251,228440,0.0649,0.494,0.771,0,0.11,-4.309,0.0626,136.053,0.371,0,0,0
252,309853,0.0519,0.555,0.505,0.00361,0.148,-7.334,0.0333,117.481,0.293,0,0,0
253,174146,0.000689,0.464,0.783,0.00016,0.323,-6.108,0.0378,170.029,0.734,0,0,0
254,176087,0.287,0.633,0.641,0,0.0959,-7.946,0.0601,107.167,0.187,0,0,1
255,161853,0.114,0.649,0.76,0,0.317,-6.487,0.0574,80.018,0.843,0,0,0
256,258799,0.0352,0.653,0.927,4.47E-05,0.0966,-4.699,0.0289,119.97,0.894,0,0,0
257,198324,0.00036,0.473,0.802,0,0.304,-4.497,0.037,145.983,0.453,0,0,0
258,285106,0.167,0.391,0.715,0,0.183,-4.516,0.0495,149.654,0.473,0,0,0
259,181200,0.06,0.637,0.932,3.23E-06,0.138,-3.545,0.0354,95.511,0.771,0,0,0
260,179720,0.0206,0.641,0.78,0,0.143,-5.138,0.0852,98.004,0.693,0,0,0
261,167678,0.0931,0.567,0.868,0,0.0986,-4.699,0.0605,154.07,0.517,0,0,0
262,172866,0.0389,0.638,0.748,0,0.134,-5.072,0.0312,105.004,0.669,0,0,0
263,144893,0.0863,0.504,0.549,0,0.111,-9.109,0.165,93.723,0.305,0,0,0
264,174680,0.182,0.59,0.846,0,0.53,-4.251,0.0396,146.028,0.733,0,0,0
265,210772,0.0951,0.466,0.536,0,0.114,-6.227,0.0429,75.998,0.377,0,0,0
266,241899,0.442,0.409,0.503,0,0.0867,-6.859,0.0424,73.104,0.193,1,0,1
267,181183,0.717,0.66,0.599,0,0.13,-5.924,0.0333,144.048,0.47,1,0,1
268,182930,0.00276,0.605,0.786,0,0.347,-4.138,0.0379,116.995,0.512,0,0,0
269,217680,0.0821,0.51,0.644,0,0.191,-5.567,0.0341,76.001,0.293,0,0,0
270,177880,0.106,0.483,0.802,0,0.345,-4.394,0.0532,160.073,0.36,0,0,0
271,210251,0.0282,0.523,0.763,0,0.144,-4.701,0.0382,162.075,0.652,0,0,0
272,188706,0.161,0.467,0.772,0,0.0816,-3.39,0.0439,155.928,0.489,0,0,0
273,159320,0.872,0.591,0.229,0,0.258,-11.205,0.0322,137.903,0.243,1,0,1
274,182080,0.27,0.628,0.675,1.46E-06,0.133,-3.534,0.0598,130.159,0.655,0,0,0
275,207973,0.723,0.596,0.679,0,0.116,-6.395,0.0394,131.912,0.479,1,0,1
276,197093,0.104,0.589,0.702,0,0.0731,-4.408,0.0285,155.999,0.77,0,0,0
277,208066,0.071,0.548,0.547,7.64E-05,0.331,-7.647,0.026,109.898,0.51,0,0,0
278,178040,0.113,0.452,0.769,2.58E-05,0.197,-3.911,0.0486,99.923,0.332,0,0,0
279,232106,0.0322,0.559,0.812,0,0.196,-5.347,0.0371,127.915,0.472,0,0,0
280,187373,0.328,0.571,0.617,0,0.115,-5.032,0.0348,88.154,0.574,1,0,0
281,228186,0.13,0.605,0.864,0.000827,0.113,-5.365,0.0292,122.918,0.736,0,0,0
282,211160,0.252,0.652,0.654,0.000553,0.117,-6.69,0.0377,120.019,0.605,0,0,0
283,241133,0.338,0.643,0.919,0,0.0555,-3.487,0.0551,114.982,0.823,1,0,0
284,212200,0.363,0.585,0.494,0,0.0886,-8.751,0.0353,133.822,0.634,1,0,1
285,165569,0.0553,0.533,0.855,0,0.335,-2.901,0.0356,102.017,0.64,0,0,0
286,215626,0.0212,0.68,0.826,1.24E-05,0.543,-5.487,0.0309,118.051,0.644,0,0,0
287,212000,0.0203,0.736,0.704,0,0.0501,-7.409,0.0615,149.995,0.894,0,0,0
288,173640,0.125,0.731,0.626,0,0.183,-6.919,0.0805,82.488,0.862,0,0,0
289,167903,0.0689,0.632,0.595,0,0.209,-7.644,0.0401,124.114,0.435,0,0,0
290,195776,0.341,0.765,0.373,0.525,0.112,-9.921,0.0713,85.016,0.554,2,2,2
291,165160,0.0164,0.668,0.847,0.517,0.283,-8.555,0.0318,126.958,0.808,2,2,2
292,199053,0.0112,0.746,0.765,0,0.0936,-4.41,0.0993,114.044,0.737,0,0,0
293,158571,0.183,0.878,0.525,0,0.0714,-6.832,0.0578,112.022,0.694,0,0,0
294,221979,0.181,0.767,0.438,0,0.142,-8.726,0.29,86.975,0.381,3,1,0
295,182437,0.205,0.88,0.662,0,0.227,-5.766,0.304,109.988,0.726,3,1,0
296,135002,0.204,0.869,0.707,1.09E-05,0.0823,-6.262,0.145,133.015,0.906,0,0,0
297,160880,0.00772,0.708,0.782,0,0.107,-4.687,0.0674,119.997,0.484,0,0,0
298,190243,0.0233,0.64,0.796,0,0.239,-5.141,0.0606,122.905,0.164,0,0,0
299,329160,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,0,0,0
300,230746,0.0451,0.807,0.893,2.79E-05,0.366,-3.745,0.0347,126.011,0.537,0,0,0
301,264920,0.154,0.811,0.726,0,0.116,-3.995,0.0813,131.027,0.666,0,0,0
302,169010,0.326,0.682,0.72,0,0.148,-8.173,0.0381,117.003,0.673,1,0,1
303,183536,0.00447,0.704,0.778,0,0.0731,-5.331,0.0971,101.025,0.821,0,0,0
304,257426,0.00138,0.652,0.864,0.0433,0.0371,-4.108,0.0325,122.026,0.38,0,0,0
305,228400,0.0533,0.775,0.688,0,0.321,-5.038,0.0384,112.009,0.805,0,0,0
306,253840,0.00984,0.53,0.759,0,0.319,-7.067,0.0351,131.999,0.502,0,0,0
307,270226,0.0146,0.446,0.905,4.83E-06,0.0747,-2.289,0.0879,90.949,0.361,0,0,0
308,252416,0.000495,0.404,0.962,0.654,0.384,-5.106,0.387,177.045,0.418,2,2,2
309,214542,0.000839,0.416,0.988,0,0.137,-3.466,0.113,174.995,0.47,0,0,0
310,347940,7.34E-06,0.473,0.898,0.56,0.311,-3.537,0.0363,104.031,0.405,2,2,2
311,191440,2.48E-05,0.569,0.893,4.37E-05,0.311,-4.531,0.0673,116.985,0.653,0,0,0
312,215003,0.000323,0.497,0.916,0,0.36,-3.323,0.108,96.051,0.401,0,0,0
313,256071,0.000621,0.315,0.826,0.000669,0.0703,-4.315,0.0644,139.163,0.359,0,0,0
314,209828,0.1,0.539,0.894,1.69E-05,0.1,-4.483,0.0469,90.004,0.509,0,0,0
315,217773,7.54E-05,0.629,0.88,0.0332,0.064,-4.483,0.0371,121.008,0.454,0,0,0
316,198546,0.00237,0.492,0.975,0,0.0668,-0.912,0.0816,159.03,0.611,0,0,0
317,244364,0.000123,0.532,0.759,0.02,0.073,-3.842,0.0319,95.01,0.293,0,0,0
318,195390,0.000282,0.558,0.902,0.00237,0.101,-4.521,0.0451,160.065,0.57,0,0,0
319,205830,0.000149,0.237,0.946,0.000745,0.167,-4.056,0.128,159.262,0.284,0,0,0
320,217466,3.78E-06,0.455,0.79,0.00021,0.0866,-4.049,0.0432,125.964,0.22,0,0,0
321,185200,0.017,0.464,0.764,0,0.101,-5.627,0.0324,81.814,0.589,0,0,0
322,192045,0.00119,0.42,0.994,0.0136,0.316,-3.494,0.147,164.035,0.5,0,0,0
323,204359,0.00114,0.523,0.783,0,0.151,-5.35,0.0333,140.039,0.283,0,0,0
324,207752,0.000792,0.281,0.665,0.0841,0.109,-5.003,0.0651,147.122,0.195,0,0,0
325,174067,0.0493,0.369,0.845,0,0.416,-3.449,0.0611,78.532,0.782,0,0,0
326,232933,0.00265,0.373,0.944,3.55E-05,0.422,-3.99,0.0998,165.881,0.376,0,0,0
327,217279,0.00018,0.44,0.95,0.00239,0.353,-2.365,0.187,126.041,0.421,0,0,0
328,247040,5.31E-05,0.546,0.919,0.178,0.0833,-5.467,0.0568,99.972,0.383,0,0,0
329,235672,9.86E-05,0.625,0.928,0.00207,0.0937,-3.054,0.0316,98.024,0.456,0,0,0
330,175603,1.17E-05,0.492,0.93,0,0.307,-3.826,0.0396,126.039,0.431,0,0,0
331,258333,0.000205,0.458,0.98,6.29E-05,0.127,-3.651,0.0808,118.964,0.4,0,0,0
332,232367,0.000656,0.506,0.9,9.21E-05,0.467,-5.137,0.0414,150.009,0.348,0,0,0
333,227206,5.62E-05,0.366,0.845,9.98E-05,0.197,-3.893,0.096,174.118,0.446,0,0,0
334,283790,0.101,0.592,0.72,0.0162,0.107,-5.528,0.0464,153.033,0.448,0,0,0
335,205158,0.00021,0.533,0.858,0,0.148,-4.212,0.0766,160.057,0.506,0,0,0
336,224306,0.00108,0.367,0.877,1.08E-05,0.351,-3.92,0.109,157.68,0.395,0,0,0
337,236933,0.000347,0.601,0.723,0.0011,0.346,-4.364,0.0384,114.991,0.581,0,0,0
338,189105,7.17E-05,0.498,0.948,0.0348,0.0775,-5.832,0.0776,134.978,0.509,0,0,0
339,225840,3.42E-05,0.5,0.932,0.000676,0.102,-4.564,0.127,139.981,0.419,0,0,0
340,205473,0.0241,0.575,0.699,9.36E-06,0.158,-6.569,0.0497,170.013,0.811,0,0,0
341,245470,0.000315,0.515,0.952,0.274,0.0658,-3.814,0.117,152.024,0.351,0,0,0
342,165891,0.0485,0.528,0.908,0.000581,0.239,-4.243,0.0913,154.958,0.296,0,0,0
343,227199,0.00356,0.409,0.906,0,0.329,-4.596,0.106,135.026,0.448,0,0,0
344,226186,0.0105,0.486,0.886,0,0.0774,-5.022,0.0586,83.022,0.54,0,0,0
345,281197,0.000396,0.473,0.845,0,0.1,-3.774,0.0575,142.012,0.543,0,0,0
346,180592,0.00299,0.484,0.807,1.19E-05,0.107,-5.386,0.0566,120.223,0.253,0,0,0
347,242069,5.01E-05,0.478,0.883,3.47E-05,0.301,-5.12,0.0656,151.882,0.234,0,0,0
348,281803,0.00732,0.334,0.933,0,0.264,-4.49,0.09,132.812,0.18,0,0,0
349,202703,0.126,0.384,0.628,9.93E-06,0.314,-8.018,0.031,161.438,0.394,0,0,0
350,240346,0.000245,0.451,0.887,0.0231,0.203,-6.208,0.0695,92.954,0.436,0,0,0
351,215924,0.00449,0.44,0.95,1.60E-06,0.363,-2.993,0.0769,144.981,0.51,0,0,0
352,234687,0.00154,0.214,0.808,5.75E-05,0.0741,-4.668,0.0586,159.869,0.207,0,0,0
353,200987,0.000313,0.476,0.956,1.01E-06,0.425,-4.019,0.0887,102.509,0.441,0,0,0
354,193800,0.000139,0.401,0.815,0.0154,0.104,-5.731,0.042,74.995,0.276,0,0,0
355,213693,0.00096,0.565,0.97,1.38E-06,0.0519,-3.792,0.0413,123.573,0.683,0,0,0
356,250973,0.00907,0.39,0.823,0.772,0.105,-5.172,0.0418,145.049,0.385,2,2,2
357,211517,0.00718,0.581,0.983,0,0.923,-4.045,0.132,107.952,0.249,0,0,0
358,213851,0.00134,0.381,0.921,2.97E-05,0.0814,-4.212,0.511,151.769,0.129,3,1,0
359,222873,7.41E-05,0.393,0.852,0.00138,0.328,-1.69,0.0414,164.166,0.575,0,0,0
360,178426,0.0115,0.484,0.954,0.228,0.0989,-4.534,0.054,82.182,0.832,0,0,0
361,251440,2.28E-05,0.388,0.98,0.825,0.926,-5.984,0.149,196.004,0.166,2,2,2
362,206641,0.000976,0.551,0.913,2.74E-05,0.297,-5.499,0.0433,94.975,0.555,0,0,0
363,178569,7.20E-05,0.525,0.861,0.0779,0.707,-3.528,0.0427,123.006,0.359,0,0,0
364,208706,0.00131,0.535,0.972,0.000471,0.0788,-4.428,0.0844,124.971,0.436,0,0,0
365,224306,0.00109,0.56,0.623,0.000303,0.32,-5.613,0.0407,119.88,0.479,0,0,0
366,180921,0.00106,0.485,0.74,0.0012,0.308,-10.429,0.0602,75.025,0.477,0,0,0
367,197587,1.31E-05,0.401,0.863,0.000542,0.154,-6.688,0.0649,196.125,0.294,0,0,0
368,185227,0.000102,0.485,0.918,0.0069,0.143,-4.946,0.0398,153.005,0.7,0,0,0
369,228738,3.11E-05,0.393,0.874,0.0265,0.12,-5.566,0.0582,155.013,0.378,0,0,0
370,203266,0.00399,0.608,0.757,0.0226,0.0443,-6.308,0.0312,102.054,0.467,0,0,0
371,211800,0.000432,0.547,0.931,2.37E-05,0.321,-4.557,0.0383,113.347,0.356,0,0,0
372,151964,0.0153,0.616,0.989,0.000324,0.0731,-2.483,0.0772,118.047,0.319,0,0,0
373,175412,0.00258,0.367,0.907,0.000261,0.391,-7.017,0.172,89.133,0.478,0,0,0
374,241101,0.00342,0.464,0.987,0,0.0806,-2.169,0.0909,95.015,0.196,0,0,0
375,193585,0.00127,0.462,0.932,0.000793,0.38,-4.834,0.103,176.019,0.544,0,0,0
376,239681,0.000528,0.618,0.966,0.682,0.674,-4.832,0.0679,112.019,0.55,2,2,2
377,175577,0.00286,0.553,0.902,0,0.2,-4.35,0.0588,132.089,0.572,0,0,0
378,132986,0.0316,0.448,0.885,0.0254,0.949,-5.044,0.0597,168.244,0.344,0,0,0
379,175044,0.000818,0.588,0.856,0.0739,0.238,-5.242,0.0316,96.966,0.635,0,0,0
380,238750,0.00095,0.452,0.873,0.362,0.0672,-8.308,0.0723,107.426,0.226,2,2,2
381,300783,0.00038,0.382,0.954,0.776,0.244,-4.831,0.0417,181.933,0.513,2,2,2
382,210200,9.28E-05,0.177,0.958,0.000374,0.177,-3.629,0.193,76.538,0.209,0,0,0
383,253213,0.00132,0.396,0.873,0.000537,0.0482,-5.329,0.0662,191.249,0.569,0,0,0
384,201200,1.53E-05,0.5,0.836,9.04E-06,0.285,-7.084,0.0535,154.991,0.749,0,0,0
385,275880,5.02E-05,0.426,0.951,1.22E-05,0.605,-5.826,0.0973,124.936,0.108,0,0,0
386,195017,9.36E-05,0.507,0.96,1.02E-06,0.208,-6.224,0.0354,135.024,0.967,0,0,0
387,224166,0.000201,0.411,0.955,8.37E-05,0.118,-5.545,0.102,164.09,0.329,0,0,0
388,202285,1.02E-05,0.447,0.913,0.0706,0.0767,-4.842,0.0551,140.055,0.254,0,0,0
389,221748,6.02E-05,0.501,0.988,5.54E-05,0.394,-3.339,0.12,94.953,0.192,0,0,0
390,265750,0.000103,0.407,0.95,0.191,0.516,-6.998,0.193,191.741,0.246,0,0,0
391,197126,0.000316,0.532,0.891,0.000164,0.0836,-5.349,0.0551,106.003,0.487,0,0,0
392,204745,0.00893,0.463,0.908,2.82E-06,0.366,-4.373,0.0756,99.993,0.459,0,0,0
393,211235,0.0797,0.398,0.934,0,0.245,-3.581,0.0752,169.898,0.629,0,0,0
394,197260,0.00333,0.462,0.973,0.000129,0.0563,-3.878,0.102,109.548,0.111,0,0,0
395,234797,0.00207,0.427,0.617,2.89E-05,0.241,-6.246,0.084,113.216,0.403,0,0,0
